"productName","revAuthor","revText","revRating"
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","sl","This is much smaller than first generation of the Kindle touch that I owned.  On one hand, it's much easier to hold because it's also much lighter, but on the other hand the screen truly is only 6"".  Reading isn't hindered by the size because the font size is adjustable (and in a much easier way than the original Kindle touch).I personally don't find the brightness of the screen an issue.  I recognized and knew that I wasn't purchasing the Paperwhite so I didn't expect a light or a screen that would emulate such.  I think the screen is plenty clear especially in comparison to the first generation model of the Touch that I was replacing it with.  The matte screen still protects the screen from glare while reading in a well-lit area.The battery life, while still good (one week of light use has gotten me down to about half charge) lacks in comparison to the first generation that I could go weeks with on one charge.The only thing I have a slight issue with is the interface of this Kindle.  It's not entirely intuitive on how to access your books or to download them from the cloud or even switching between ""collection"" view and ""all books"" view.  The short step-by-step guide is helpful but ultimately takes a little getting used to.  It might be more seamless of a transition for someone who is coming from a newer generation model as opposed to an older one with an entirely different interface.While this Kindle itself is a good product I've removed one star only because I had to order two.  The first one I received was covered in scratches and had black gunk all around the edges of the screen.  I'm not entirely sure if this was a used product or if I just happened to receive one from a bad batch that was poorly manufactured or packaged.  Luckily, Amazon has a great return policy and I was able to return it with ease.  I ended up giving it another chance and purchased a new one that came in great condition.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","SM","I had the battery fully charged and turned off screen as suggested to turn off the unit.  I have been sick for a week so the kindle has had no use.  I just looked at it and battery is at half charge.  I like the kindle but it looks like it will need a charge every other day with minimal use.  What happens when I take it away from home to read and want to read for four hours?I like the kindle but I have serious concerns over this battery.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","JB Rose","I had to purchase this Kindle after my previous one developed a screen problem. I am disappointed in many things about it. I don't like having to go into the cloud to make folders of my books - that was not necessary on my previous Kindle and I see no advantage to it on this one. Instead, I find it intrusive and it limits where I can be when organizing my books. More intrusions: I did not buy the Kindle so that Amazon could advertise to me every time I pick it up. Worse, when you swipe the screen, the ad is STILL THERE, along with a button that says ""Purchase Now"" which I must be careful not to touch before I can get to the books I have already bought. Then there is the ""My Library"" grouping of the last three books I've read on the front screen, along with yet more advertising, which I must get past before I can get to my list (which has yet another ad at the bottom of it, along with a ""Shop Now"" button). It can also be very difficult to get to the touch screen buttons which allow you to navigate from book to home, etc. Sometimes it pops up easily and sometimes you must try several times. For a simple reading device it has been over-complicated, not to mentionthat I apparently have paid for Amazon to put ads in front of me. Yeesh.",1
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Amazon Customer","I have never owned and E-reader before this one and I was pleasantly surprised. I Have always been one of those people who prefer to have the real book, in hand. When I saw that this reader was significantly cheaper on Prime Day, I decided to give it a try.The device is extremely light and easy to hold. It was extremely easy to lose track of time, because I never put the kindle down for a break. I didn't need to, since it was so light. I can see why so many people fall in love with their personal E-readers. For instance, if you are a college student leaving for college, the kindle is probably perfect for you. Light and portable so it doesn't take up space like real books and it has an absolutely wonderful battery life.In other words, the kindle is perfect for people who travel a lot or are currently living away from home.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Ninjalest","I like it, but it is not perfect.  On the plus side, the screen is very sensitive and responsive to touch.  However, the screen is very sensitive and responsive to touch.  It's easy to get it to do what you want, but it is also really easy to accidentally turn pages.  Also, the act of picking it up after I have set it down while reading almost inevitably causes it to bring up the font size selection and change to a larger font.  Honestly, I prefer the feel and operation of the older Kindle 4.  The touch screen is nice, but not that nice.  The interface used to be simpler and they used to have those lovely power connectors on the back that allowed a case that had a book light to be run off the kindle battery.  A streamlined design is not always desirable.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","MusicManiac","This very basic Kindle e-reader is just what I needed for long journeys. It is light, almost the right size to hold in one hand, easy to use and easy to fill and refill with books from Amazon or my local library. It is clear, good to read and flexible. I bought a 'magnetic' case to protect the Kindle and also turn it on and off when I put it away for the night (much better than powering up and down all the time!). My only slight gripe is the battery, which claims more life-per-charge than I seem to be getting. Obviously this is no substitute for a decent iPad or even my iPhone, but then it never pretends to be. Also, at this price, if I drop it, lose it, or leave it in a hotel, the regrets will be a lot less.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Grandma","I still prefer my Old Kindle. I'm sure I'll get use to this one but it's going to be very difficult and time consuming. When I registered it and My Library was automatically transferred over, not everything made the transfer (over 100 books). So I have to go through both Kindles to find out which of my 700+ books still need to be transferred. Also, I had all of my books (other than archived books) sorted into collections. That also didn't occur with the transfer. So once I make sure all of my books are in my New Kindle, I will have to take the time to again set  up collections. I'd give anything to have my Old Kindle (or its' like) available. At least I wouldn't have to relearn its' use.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","V. E. Perry","I dropped my original Kindle once too often and finally killed it. I have been using my Fire mostly and my paperweight by my bed. But I missed the old e-ink in my purse so I was happy to pre-order this at such a great price (free because of my Apple credit). It took a few minutes to set it up but now that I am rolling with it, I do like it. I am finding it awkward to download books  from my library (doesn't recognize them). So I have to go to Amazon.com and download from my content.Otherwise it is a nifty little machine. I hope it lasts as long as my original.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Robert I.","An extremely satisfying size and weight, it's a joy to hold and look at. Your classic e-ink display with a responsive interface and touch screen. I love the on-screen footnotes that don't require you to jump back and forth between pages.The only hiccup in operating the device was the panic I felt when I was reading but didn't know how to open the menu or return home (there are no buttons). Luckily I was born in the nineties and was able to find that pressing the upper corner opened the interface, but I don't recall those instructions (though I probably blew through the opening guide/tutorial).I don't even notice the offers from Amazon because my lock screen is covered by a case and it disappears right when you unlock it.If you're looking for a stripped down e-reader that's got great battery life and is the perfect not-to-big not-to-small size then jump on this product and go for the special offers edition!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Bernie0609","I got this because of the voice view feature and the bluetooth capability. I wanted to connect this to my car and use the voice view feature to get it to read to me while im driving. However, because voiceview feature is only intended to assist blind people, it isnt as good as when you purchase the audio add on of the book. If i were to purchase the audio add on of the book then as might as well use the kindle app on my android or iphone. Also tried using this at night and it is such a bother to turn on the lamp shade while im breastfeeding my baby as i want to read while she's latched. Since the paperwhite have this capability, im returning this in exchange for the paperwhite.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Krysta Best","This kindle is amazing. How did I live without it? I have a newborn so I spend LOTS of time reading while I rock and nurse him. But trying to hold a book was too hard so I ordered a kindle and it was a game changer! It's light enough where I can hold it in one hand in any position without it feeling heavy. I can turn the page without needing my other hand, which is paramount when holding a baby! The font is easily changeable and you can change which info you have displayed on the screen while you read (how much time left in chapter, how much time left in book, page number, location in book) which I love! And I can borrow books from my library and get them in Kindle format! It's almost too good to be true!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Amazon Customer","I prefer this to the brighter, white screen. I was nervous about the touch screen, but it's ok. I do tend to accidentally flip through multiple pages at a time without realizing it. That's annoying, but it's not the worst thing. I got the cheaper version with ads since I tend to have bad luck in keeping kindles and they're fine. They're on the home screen, so you really aren't bothered by them.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Kimberly","I am an avid reader and, though I've used the Kindle app, I've always preferred actual books; I was't sure if I would like reading from a Kindle. But I absolutely love it! The sale price ($59.99) was very reasonable, making it worth the risk purchasing. I mainly wanted something that would be convenient for my commute--books are heavy to carry around. This Kindle is very lightweight and thin, making it easy to pack into a purse, even a small one. Now I can bring a book wherever I go in case I have a spare moment while I'm out and about. I love that it can hold multiple books so that if I finish one, I can easily start another.  I also love that I can download Kindle books from the public library. The battery did last quite a while--it lasted over a week of commuting to and from work, though I charged it before the battery drained completely. It charges quickly. The Kindle is perfect for traveling, whether for one's everyday commute, or for a longer trip.In regards to comfort of reading, the screen really does seem like real paper! It is also comfortable to hold and the ""pages"" are easy to turn. I had bought a case for it but ended up returning it, as I really like holding it as is (I plan to purchase a sleeve for it instead). I appreciate that one can change the font, size, and other aspects to adjust to one's reading preference. I know many people complained that they wish it had a light, but I actually like that it doesn't. This makes the Kindle more like a book and is probably better for one's eyes (as long as you read in a fairly well-lit area). It is great for reading outside--especially when it's windy! There are no pages to flutter around, which can be annoying when reading a regular book outside.Overall, I definitely do not regret this purchase. In terms of suggestions, I wish the Kindle were in color (rather than strictly black and white), and that the screen was a bit whiter rather than its gray tinge--this would make it more like a regular book. I also wish Amazon would create a sleeve for the Kindle, for those of us who want something to carry the Kindle in, but don't want the extra weight and discomfort of a case when reading.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","L. Diaz","This is an amazing way to read. I slept on these tablets. I always preferred reading in actual books until I decided to get this. It reads just like a book, you can stay at home and buy and book you want to read, without going to Barnes and Noble or a local bookstore. I do shop at local bookstores to help them out, but for more expensive books I buy them on the Kindle now. As I said I love reading from books and not high LED lights like an iPad or my phone. This is very casual, cheap, compatible, light, and connect directly to your Amazon account. I do not regret this purchase and it comes in many colors ""In terms of the case"" and suits anyone's taste. Great as a gift as my girlfriend's mother wanted one and I got it for her and she fell in love with it. I got her the Hot Pink case with it. Overall this came out amazing and for the price... I would say it is a steal, especially with all the cheap e-books they have on the Amazon store.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","L. Eder","I did a lot of reading of reviews before buying this. I decided I didn't need the lit screen. Especially since the blue backlight can hinder your REM Sleep. I decided to buy a book light for it that was not a blue light. I did pay the $20 more to get it add free. The battery life is ridiculously long! If you take a break from reading and leave it in sleep mode it will last months! The only surprise to me was the size. I have a Nook that my mom had given me and it is large compared to this Kindle. But I don't have a problem reading this Kindle at all and the Kindle was much nicer to travel with on an airplane. It fit in my purse so well that I forgot it was there.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","M. Wallace","I like the weight and size. I'm disappointed that the page doesn't rotate from portrait to landscape, either automatically or manually. I understand it's a basic e-reader, but I consider the ability to have the page rotate to be a basic feature. I'm also disappointed that you can't change the page to gray with white print. Maybe the next generation will add these basic features.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Skyler","I got this as a prime day deal to figure out if I liked e readers (as a life long physical hold it in your hands and turn the pages book lover). Other reviewers mention going for the ad free, more expensive kindle. I got the cheaper option with ads. It's really only a single ad screen for books you might be interested in. You swipe right past it when you open your kindle. I don't find it annoying at all. I like that the screen isn't backlit. It doesn't tempt me to try to keep reading after I've turned out the lights at night. I actually go to sleep instead. I was worried I wouldn't like reading e books, but I love them! One thing worth mentioning is that you can lend books to other kindle users, but most of the ones that are eligible for lending are older books and less popular authors.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","+or-","This is my 4th kindle device, I still use them all for different purposes. I love the small, thin lightweight size of this one and after using it for several weeks now, it's become a favorite because it takes up so little space in my bag. The only aspect I'm not in love with yet is the pale gray background which requires an external light source to read the darker gray text. The font style and size is adjustable, it holds a charge well and reaches full capacity quickly. This is affordable, compact and holds a huge library. Just be prepared that if you are outside reading and the sky becomes dark, you will likely need to move inside where there is a lamp.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Becca","The first one I received had a defective battery. The replacement is perfect. I have an OLD brick Kindle, back when it was highlighted on Oprah and her audience got them free; I got $50 off the $350 cost. Years later I used the Kindle app on my iPad, but in my old age I'm struggling with eye strain. I thought I'd check out the Kindle again, and I'm pleased. It's a little small after having read on my much larger iPad screen, but I enjoy the lack of eye strain. I haven't gotten a cover for it yet, and that actually might make holding it a little easier. All in all, I'm glad I have it, and I'm looking forward to another several years of enjoyment.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Ari Finkelman","The generation 8 Kindle eReader is very good.  The text is very easy to read.  The page turn responsiveness is fast and the next page draws very quickly.  There are a decent number of options for customization of the display.  It is very light and feels solid.  All in all, I am very satisfied.Not to say there arent negatives.  My generation 1 Kobo had a textured plastic back, which is far preferable to the smooth Kindle.  The Kindle requires WiFi to be enabled to use the dictionary feature.  This is idiotic, as there is a built in dictionary and no need for the WiFi to drain the battery.  However, that is how they update their ""special offers.""  Its annoying that the ""special offers"" are there, they only show up on the lock screen and a small ad at the bottom of non-reading pages.  Yes, I could pay $25 to remove them (screw that), but they arent that noticeable.  Heck, the pictures are designed for color displays, so half the time you cant see what they are anyway.  Obviously, the Kindle is Amazons proprietary eReader, so if you do not use Amazon's store, you need a third party program like Calibre to get books on it.  There may be a wireless way, but I havent bothered to look.  The Kindle has an ""experimental"" browser, which is utter garbage.  Obviously, the eInk display isnt designed to handle modern websites.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","allie's review","I like the basics of what the kindle has to offer.  I am thrilled that, wherever I go, I have a whole library of options, in a thin, small little device.  However, I guess I was not attentive when ordering and got the version without a backlight (my fault) but wouldn't the backlight be a great feature for all kindles to have.  My real complaint is how hard it is to highlight text.  Up a line, down a line, too much, too little.  I just have given up entirely and now if i get more words than i wanted, I accept it and move on.  The font often end up readjusting itself from something I must be accidentally doing.  Again, I just deal with it.  The font is not adjustable for text in the strore, so if I want to read reviews and summaries I have switch to my laptop.  Again, if the backlight came standard, I think that would help when reading smaller fonts.  At first I was thinking the size seemed so small, but that I have grown to appreciate. It's easy to hold and  it fits into any bag I carry.  I'll keep it and muddle through my issues, and hope that the next batch will be a little more of the perfection we have become used to with Amazon.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Amazon Customer","Perfect reading device. I have a kindle 5 since 2012, this one is definitely better. I love the touch screen, which makes it much easier to mark a word than my previous one. Make me read again. (The case is not included in the box, buy one if you want to protect your kindle)",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","mac","So far so good.  User interface is some whatdifferent and has to be relearned from theprevious version.  Hardware working great.Still would be using the original but the screenwas damaged.  This is a suitable replacement.Review may change after using for awhile butdoubt it.  All features are as advertised with nosurprises.Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","angel4983","I'm so in love with this reader.I went back and forth debating over getting one for months.  I was using the kindle app on my phone, which was convenient but doing so drained my battery.I tried reading books on my kindle fire tablet... At almost 9inches it's fairly hefty and the battery also quickly drained. I love to read... And I even have a dedicated library with actual books in my house. But I am always scared the books will get damaged. Some are first editions, 50/60 years old. Some are family heirlooms.This little kindle is great, it about the size of a small book and with no back light...well it feels like I'm reading a real book. Except without the weight of course.  Some people complain about there being no back light, but for me it's exactly what I wanted.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","sewsherry","I absolutely love this.  I have had the old Kindle keyboard for 7 years(which I loved.  It went everywhere with me) but the keys weren't working as well lately.  I decided to get this model.  I am so pleased.  It is everything I wanted, and more.  It's smaller, lighter and a touch screen. It fits in my purse. I love it.  The special offers (ad's) don't bother me at all.  I love the print being like a book.  I don't want a tablet kindle .  I don't want a backlit one either.(I get enough of that with my phone and regular tablet) I just wanted  a plain book kindle, and a clip-on light.This is just perfect.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Kenneth Lane","Grandma is 90+ and loves to read.  Her eyesight is ok but larger font is easier.  For storage requirements we tried  a Nook, an IPad and  a kindle fire hd 7- each one of them has extra buttons and icons which jump out ""right under"" Granny's fingers and cause whatever she's looking at to disappear and be replaced by something else and there is no way for Granny to figure out how to get back  This little ereader has one button- no speaker so no volume control buttons- AND it's a really nice to use to read - we picked a larger font ant it's really easy for her to use. Granny has been using it everyday for a week and is really enjoying it!!!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Christopher J. Gilmore","I ordered this during the Prime Day sale to replace an older Kindle 4 because the screen was broken due to an unfortunate run in with my 2 year old. It's about what I expected and it does everything that I need it to do, which is allow me to read e-books that I've purchased from Amazon or that I've checked out from the library. However, I think there are some notable cons to this device that I didn't face with my previous Kindle.Pros:- It's the newest version of Amazon's Kindle reader so I won't have to worry about support being dropped like I did with my Kindle 4.- It's faster than my older Kindle- It's light and the screen is easy to read- Compact with a comfortable form factor- Typing is easier on the touch screen than it was trying to navigate a keyboard with the physical arrow buttons.Cons- I miss the soft touch plastic on the back from my Kindle 4. It made it less slippery which to me, seemed easier to hold and less cheap feeling. This device is made of all plastic and the rounded edges can be slippery, making the device harder to hold than it previously was.- I didn't think it would be a big deal but I miss the page turning buttons on either side of the screen. It seems silly to me now to have a touch screen on an e-reader. It's not a very good or responsive touch screen which makes the actual use of it rather difficult in practice. And the screen is now prone to more fingerprints and damage from having to touch it all the time than it was previously when all of the buttons were analog. It's not a huge deal but it does make navigation of the actual device less intuitive. For instance, on my Kindle 4, I would push the power button to wake from sleep and the device was now on. With this Kindle, I push the power button, then I have to swipe the screen to get to wake up the device. It has essentially doubled the amount of actions I have to take in order to wake up the device. There are other things, like while reading I need to touch left or right of the page to turn the page but the top of the screen for bringing up the menu. The screen doesn't always read your touch properly so sometimes when you want the menu it will turn the page and vice versa.I know, first world problems but to me it's a step backwards in terms of user experience design. Overall, I know I'll get used to it's quirks but it's worth mentioning for those who are looking to upgrade from older models. I don't think anyone would be disappointed with this version of the Kindle as it's main functions have stayed largely unchanged.TL;DR It's a decent upgrade with a few flaws that keep it from being my perfect device.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","KimberlyinMN","I bought this Kindle to keep in my bag. I also have the Voyage on my nightstand. This is a sweet Kindle that does exactly that I want. I've found that I'm typically in enough light during the day that I can read without needing any additional lighting. I somewhat debated between this Kindle and the Paperwhite (of which I owned before I got the Voyage). The tipping point for me was the weight of the devices (and, of course, that I don't need a frontlight). I just compared the Voyage and the Basic side-by-side with the same font/page setups. For the most part, they look about the same. Sure, the Voyage is a little sharper on the curves of letters but for the price of the Kindle, it isn't that bad - and I knew that the basic Kindle wouldn't be as sharp.I bought the Kindle for Kids Bundle with the latest Kindle E-reader, 2-Year Worry-Free Guarantee, Purple Kid-Friendly Cover that includes the Kindle, a cover, a 2 year SquareTrade Kindle warranty AND the ads removed plus I was able to use the recent $30 off for Prime members. Quite a steal for $10 less than the price for just the Kindle.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Nanarminda","Thin and very lightweight. Easy to use. Works great in well lit areas, perfect outside during the day. Not as easy to read in low light or rooms that aren't super bright because there is little difference in contrast between background and text. I knew it didn't have a light but for me the contrast isn't bright enough for lower lighted rooms. For complete dark rooms I ordered a clip in light for reading in bed without the ""big"" light on.  No glare on screen and very easy on eyes. My only disappointment is that  there is no ability to adjust the contrast between background and text. I will probably order paperwhite next time there's a sale and just use this as emergency back up....",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Glo","The jury is still out for me on this unit. I have been a kindle believer since gen 2.  My gen 2 kindle was amongst my favorite things and when the screen recently bit the dust my heart was broken. The gen 8 is soooooooooo small I truly need to get used to it.  It is light weight which is nice and I like the fact that it does NOT have background lighting just like the old one.  But there are no buttons on the side to advance the pages.  You must touch the screen to advance the pages which I find distracting and inconvenient.  I also cannot find a very nice real leather cover for it like I had on my old one......dissapointing!",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","S.L.","This was exactly what I wanted to replace my old Kindle (the one with the keyboard). I dont want fancy screens or apps. I bought the one with the ads, because honestly they dont bother me. And for a little less money, it's worth it. It's super easy to use and adapt to. I do, however, wish it had the ability to brighten or darken the screen or contrast. Other than that, I'm super happy with it!",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","ScooterCat7","I had been searching for an e-reader to replace my obsolete Kobo. This little Kindle is PERFECT! The screen is the same size as my Kobo and I can adjust the print / font to my preferences. It is very intuitive and set up is a breeze. The touch screen is very sensitive so a light swipe ""wakes it up"" and tap turns the page. It doesn't have a back light, so, just like a real book, you can't read it in the dark. (which is fine because my tablet is backlit and it gives me a terrible headache to read in the dark!) I rarely buy fiction books, but rather utilize my library's site to ""check out"" books. Downloads are instantly delivered and returned automatically. It stays charged for weeks, even with daily use. It's also very readable in bright sunlight (beach, pool, boat, etc.) I also love the ""special offers"" deal. Basically, when the Kindle is in standby mode, you get recommendations for books that fit your preferences and I've already discovered a few new authors! Reading IS NOT interrupted with ads, they show up only in standby mode. If your're looking for just a basic reader, without all the ""bells and whistles,"" this Kindle is for you.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Edward Denison","The new e-reader replaced the 3rd one I had.  They last about 1-2 years if I am lucky and then they fail.  New newer version is similar to the previous one, although I am not thrilled with the touch screen interface as opposed to the buttons.  It often selects the wrong item or is slow to select.  When swiping to advance pages it may instead do vocabulary look up or other actions.On the positive side it is an excellent read and clear.  It is easy to use and a charge lasts a long time.  I am a voracious reader and this helps me keep enough books on hand to stay happy.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Amazon Customer","I am so happy with my kindle e-reader. I had already purchased a kindle fire, which I also loved. However, it wasn't an option for reading outdoors and at the beach.  This kindle is perfect for outside use!  It doesn't have a light up option, so it doesn't work well in a dark room, same as a paper book. (So, turn on a light?) If I need the back-light I use the kindle fire.  I purchased it with special offers to see if it was bothersome before paying extra without it.  Turns out, I feel the black and white ads for other books, which only show up on the sleep screen, are easy to ignore and are not ever seen once you swipe to turn on the device.  So glad I made this purchase!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Harriet Fuller","I updated my old kindle reader with a new E-reader with glare free screen,  My last one had a glare screen as well.  My reader is one of the most favorite things I own.  My old kindle reader had a cover with a light built in and no matter where I was day or night, I could read.  That reader I would rate as a 5 ++.  I tried to find a case/cover with a light.  I could not.  I purchased a cover and a light that clips onto the top.  I do not like the clip, although it has a protective surface, I do not like the possibility of scratching my case.  The light does not cover the total page as the old one did and it has a glare spot on the screen that causes me to have to move the reader to read that spot.  Not only that, I requires the purchase of batteries when this one goes out.  The old one simply charged when the reader charged and was always ready.  My light is on my bedside table and not with me and the reader unless I am on a trip.  Glad you asked, however, Amazon really needs to have continued that case/cover with a light.  I sincerely hope you do upgrade your covers with a built in light.  Please let me know when you do.  I want it.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Shannon Hancock","Love this little guy!My boyfriend got me a tablet to read my books on the Kindle app. For some strange reason it was hurting my eyes. I've always wanted one of these and there ended up being a good deal on it.When I got it I was a little nervous to use it. It's very lightweight. I was so used to my tablet and the Kindle fire HD I had before. I got it all set up and started reading. It doesn't hurt my eyes at all. I'm more excited that I can finally get back into reading the books I bought. It does kinda suck that you have to have lights on which a little clip on light will fix. If you were reading a paperback you'd have to have lights on anyway!All in all I think if you're considering getting one just do it. I love it and have no regrets at all!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Howie Duen","I use mine everyday.  I have sensitive eyes, so I needed something without a backlight.  The readers with a built-in light give me a headache, and I can't read them for very long.  This little e-reader is exactly what I was looking for.  I download ebooks from my local library, and I use this to read everyday at lunch time (indoors/outdoors) and at bedtime (indoors).  As long as you're reading in a well-lit space, this thing works perfectly and is very easy on your eyes.  I love it!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","az","I bought it while on sale last week at a good price and find it, and another one I bought earlier, great. I do have one with a light which I use at night...don't want to disturb the wife, and use the less expensive ones during the day, with excellent results.  I store a lot of books on my kindle's,  ones that I love and will reread, and have no problems.  As a self confessed, ""Bookworm,"" who has over 1300 books hidden on cloud, I must confess, to really loving the convenience of owning a Kindle.  On a side, Kindle Unlimited is a great deal, if you love to read!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","S. Gent","I really like my new reader. It is glare-free so not only does it help when you are outside it helps with the glare from the light you are reading by. I got a great deal because I kept looking and waiting and they went on sale and I got $20.00 off.I got an email that it was on the deal site and it came with the fast charger and cover. If you like to read the Kindle Reader is wonderful. It remembers where you finished. whether you remember or not. You can also get the meaning of the word by clicking on it. The reader has bells and whistles which was even better for me.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Graydaze","As this is my first Kindle I was unsure of just what I was getting. I read many reviews, both negative and positive, and I've gotta say I really love this device. I wanted something to download and read my purchased and borrowed books with, and that's exactly what I got. I didn't need another device to ""surf"" the web with, just get reading material. I don't need a lighted device because I never read in the dark. If you're looking for a great, not too big nor too small, very reasonably priced way to just read, this is it. I got a spiffy cover for it, just a little splurge for my birthday, but it's not really needed, just purty. Change your font, set your own print size and your ready to go. It's easy to set up, and has an initial one year warranty with additional coverage  available at an affordable price. I recommend this Kindle for all the aforementioned reasons, and for those of us on fixed incomes who don't really need extra ""bells and whistles"". Enjoy!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","mweiss","I have the oldest version of Kindle and love it, no interest in the newer ones until we got my husband this one, touch screen operation is SO much easier once you learn the ins and outs. Without needing buttons on the reader, the kindle is actually smaller but with the same reading area. Works great, still looks like an actually page from a book - love it!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","John Reid","This was a replacement for my old reader which used mechanical controls and had no touch screen, and I am sorry to say that I have found it clumsy, frustrating and not particularly user friendly.  Sometimes the touch screen on the new unit does not respond at all, sometimes it doesn't respond as I want, and sometimes it seems to respond wildly to the least accidental contact, powering the unit on when I want to power it off or hiding my content behind strange menus.  With the old unit, the latest edition of my New York Times subscription downloaded automatically any time I turned the unit on. With the new unit, I have to power up the unit, try to get the task bar to appear (if the touch screen is responding), tap on the ""home"" icon, tap the New York Times icon, tap the  ""all"" and then, if I can find it, tap on the icon for the current edition.  Once the download is complete, the icon for the current edition moves to another location, and I must find it again.  With the old unit, other operations like deleting content were simple and intuitive; with the new unit I find I can't get through them without reference to the user's manual.  I realize that the new touch-screen unit may accommodate a lot of features not available on the old unit, but I didn't need them before, and i don't need them now.  The new unit makes the basic functions of downloading and reading content much more unpleasant and aggravating.",2
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Thomas S.","I've still got my old kindle with the physical back/forward buttons on the side, and I've returned to it.  With the new one, if I accidentally touch the screen without intending to page, I get all kinds of behavior I don't want, highlighting and looking up words in the dictionary, paging when I don't want it to, sometimes several pages.  With the old one I can hold it in one hand and page when I'm ready with a single click of the appropriate side button.",2
